Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
0,3,0,29.69911764705882,0,0,7.75,,0
0,3,0,35.0,0,0,8.05,,1
1,2,1,24.0,1,2,65.0,,1
0,3,0,34.0,1,1,14.4,,1
0,3,1,26.0,1,0,16.1,,1
1,2,1,4.0,2,1,39.0,F4,1
0,2,0,26.0,0,0,10.5,,1
0,3,0,27.0,1,0,14.4542,,2
1,1,0,42.0,1,0,52.5542,D19,1
1,3,0,20.0,1,1,15.7417,,2
0,3,0,21.0,0,0,7.8542,,1
0,3,0,21.0,0,0,16.1,,1
0,1,0,61.0,0,0,32.3208,D50,1
0,2,0,57.0,0,0,12.35,,0
1,1,1,21.0,0,0,77.9583,D9,1
0,3,0,26.0,0,0,7.8958,,1
0,3,0,29.69911764705882,0,0,7.7333,,0
1,1,0,80.0,0,0,30.0,A23,1
0,3,0,51.0,0,0,7.0542,,1
1,1,0,32.0,0,0,30.5,B50,2
0,1,0,29.69911764705882,0,0,0.0,,1
0,3,1,9.0,3,2,27.9,,1
1,2,1,28.0,0,0,13.0,,1
0,3,0,32.0,0,0,7.925,,1
0,2,0,31.0,1,1,26.25,,1
0,3,1,41.0,0,5,39.6875,,1
0,3,0,29.69911764705882,1,0,16.1,,1
0,3,0,20.0,0,0,7.8542,,1
1,1,1,24.0,0,0,69.3,B35,2
0,3,1,2.0,3,2,27.9,,1
1,3,0,29.69911764705882,0,0,56.4958,,1
1,3,1,0.75,2,1,19.2583,,2
1,1,0,48.0,1,0,76.7292,D33,2
0,3,0,19.0,0,0,7.8958,,1
1,1,0,56.0,0,0,35.5,A26,2
0,3,0,29.69911764705882,0,0,7.55,,1
1,3,1,23.0,0,0,7.55,,1
0,3,0,29.69911764705882,0,0,7.8958,,1
1,2,1,18.0,0,1,23.0,,1
0,3,0,21.0,0,0,8.4333,,1
1,3,1,29.69911764705882,0,0,7.8292,,0
0,3,1,18.0,0,0,6.75,,0
0,2,0,24.0,2,0,73.5,,1
0,3,0,29.69911764705882,0,0,7.8958,,1
0,3,1,32.0,1,1,15.5,,0
0,2,0,23.0,0,0,13.0,,1
0,1,0,58.0,0,2,113.275,D48,2
1,1,0,50.0,2,0,133.65,,1
0,3,0,40.0,0,0,7.225,,2
0,1,0,47.0,0,0,25.5875,E58,1
0,3,0,36.0,0,0,7.4958,,1
1,3,0,20.0,1,0,7.925,,1
0,2,0,32.0,2,0,73.5,,1
0,2,0,25.0,0,0,13.0,,1
0,3,0,29.69911764705882,0,0,7.775,,1
0,3,0,43.0,0,0,8.05,,1
1,1,1,29.69911764705882,1,0,52.0,C126,1
1,2,1,40.0,1,1,39.0,,1
0,1,0,31.0,1,0,52.0,B71,1
0,2,0,70.0,0,0,10.5,,1
1,2,0,31.0,0,0,13.0,,1
0,2,0,29.69911764705882,0,0,0.0,,1
0,3,0,18.0,0,0,7.775,,1
0,3,0,24.5,0,0,8.05,,1
1,3,1,18.0,0,0,9.8417,,1
0,3,1,43.0,1,6,46.9,,1
1,1,0,36.0,0,1,512.3292,B51 B53 B55,2
0,3,1,29.69911764705882,0,0,8.1375,,0
1,1,0,27.0,0,0,76.7292,D49,2
0,3,0,20.0,0,0,9.225,,1
0,3,0,14.0,5,2,46.9,,1
0,2,0,60.0,1,1,39.0,,1
0,2,0,25.0,1,2,41.5792,,2
0,3,0,14.0,4,1,39.6875,,1
0,3,0,19.0,0,0,10.1708,,1
0,3,0,18.0,0,0,7.7958,,1
1,1,1,15.0,0,1,211.3375,B5,1
1,1,0,31.0,1,0,57.0,B20,1
1,3,1,4.0,0,1,13.4167,,2
1,3,0,29.69911764705882,0,0,56.4958,,1
0,3,0,25.0,0,0,7.225,,2
0,1,0,60.0,0,0,26.55,,1
0,2,0,52.0,0,0,13.5,,1
0,3,0,44.0,0,0,8.05,,1
1,3,1,29.69911764705882,0,0,7.7333,,0
0,1,0,49.0,1,1,110.8833,C68,2
0,3,0,42.0,0,0,7.65,F G63,1
1,1,1,18.0,1,0,227.525,C62 C64,2
1,1,0,35.0,0,0,26.2875,E24,1
0,3,1,18.0,0,1,14.4542,,2
0,3,0,25.0,0,0,7.7417,,0
0,3,0,26.0,1,0,7.8542,,1
0,2,0,39.0,0,0,26.0,,1
1,2,1,45.0,0,0,13.5,,1
1,1,0,42.0,0,0,26.2875,E24,1
1,1,1,22.0,0,0,151.55,,1
1,3,0,29.69911764705882,1,1,15.2458,,2
1,1,1,24.0,0,0,49.5042,C90,2
0,1,0,29.69911764705882,0,0,26.55,C124,1
1,1,0,48.0,1,0,52.0,C126,1
0,3,0,29.0,0,0,9.4833,,1
0,2,0,52.0,0,0,13.0,,1
0,3,0,19.0,0,0,7.65,F G73,1
1,1,1,38.0,0,0,227.525,C45,2
1,2,1,27.0,0,0,10.5,E101,1
0,3,0,29.69911764705882,0,0,15.5,,0
0,3,0,33.0,0,0,7.775,,1
1,2,1,6.0,0,1,33.0,,1
0,3,0,17.0,1,0,7.0542,,1
0,2,0,34.0,0,0,13.0,,1
0,2,0,50.0,0,0,13.0,,1
1,1,0,27.0,1,0,53.1,E8,1
0,3,0,20.0,0,0,8.6625,,1
1,2,1,30.0,3,0,21.0,,1
1,3,1,29.69911764705882,0,0,7.7375,,0
0,2,0,25.0,1,0,26.0,,1
0,3,1,25.0,1,0,7.925,,1
1,1,1,29.0,0,0,211.3375,B5,1
0,3,0,11.0,0,0,18.7875,,2
0,2,0,29.69911764705882,0,0,0.0,,1
0,2,0,23.0,0,0,13.0,,1
0,2,0,23.0,0,0,13.0,,1
0,3,0,28.5,0,0,16.1,,1
0,3,1,48.0,1,3,34.375,,1
1,1,0,35.0,0,0,512.3292,B101,2
0,3,0,29.69911764705882,0,0,7.8958,,1
0,3,0,29.69911764705882,0,0,7.8958,,1
1,1,0,29.69911764705882,0,0,30.0,D45,1
0,1,0,36.0,1,0,78.85,C46,1
1,1,1,21.0,2,2,262.375,B57 B59 B63 B66,2
0,3,0,24.0,1,0,16.1,,1
1,3,0,31.0,0,0,7.925,,1
0,1,0,70.0,1,1,71.0,B22,1
0,3,0,16.0,1,1,20.25,,1
1,2,1,30.0,0,0,13.0,,1
0,1,0,19.0,1,0,53.1,D30,1
0,3,0,31.0,0,0,7.75,,0
1,2,1,4.0,1,1,23.0,,1
1,3,0,6.0,0,1,12.475,E121,1
0,3,0,33.0,0,0,9.5,,1
0,3,0,23.0,0,0,7.8958,,1
1,2,1,48.0,1,2,65.0,,1
1,2,0,0.67,1,1,14.5,,1
0,3,0,28.0,0,0,7.7958,,1
0,2,0,18.0,0,0,11.5,,1
0,3,0,34.0,0,0,8.05,,1
1,1,1,33.0,0,0,86.5,B77,1
0,3,0,29.69911764705882,0,0,14.5,,1
0,3,0,41.0,0,0,7.125,,1
1,3,0,20.0,0,0,7.2292,,2
1,1,1,36.0,1,2,120.0,B96 B98,1
0,3,0,16.0,0,0,7.775,,1
1,1,1,51.0,1,0,77.9583,D11,1
0,1,0,29.69911764705882,0,0,39.6,,2
0,3,1,30.5,0,0,7.75,,0
0,3,0,29.69911764705882,1,0,24.15,,0
0,3,0,32.0,0,0,8.3625,,1
0,3,0,24.0,0,0,9.5,,1
0,3,0,48.0,0,0,7.8542,,1
0,2,1,57.0,0,0,10.5,E77,1
0,3,0,29.69911764705882,0,0,7.225,,2
1,2,1,54.0,1,3,23.0,,1
0,3,0,18.0,0,0,7.75,,1
0,3,0,29.69911764705882,0,0,7.75,F38,0
1,3,1,5.0,0,0,12.475,,1
0,3,0,29.69911764705882,0,0,7.7375,,0
1,1,1,43.0,0,1,211.3375,B3,1
1,3,1,13.0,0,0,7.2292,,2
1,1,1,17.0,1,0,57.0,B20,1
0,1,0,29.0,0,0,30.0,D6,1
0,3,0,29.69911764705882,1,2,23.45,,1
0,3,0,25.0,0,0,7.05,,1
0,3,0,25.0,0,0,7.25,,1
1,3,1,18.0,0,0,7.4958,,1
0,3,0,8.0,4,1,29.125,,0
1,3,0,1.0,1,2,20.575,,1
0,1,0,46.0,0,0,79.2,B82 B84,2
0,3,0,29.69911764705882,0,0,7.75,,0
0,2,0,16.0,0,0,26.0,,1
0,3,1,29.69911764705882,8,2,69.55,,1
0,1,0,29.69911764705882,0,0,30.6958,,2
0,3,0,25.0,0,0,7.8958,,1
0,2,0,39.0,0,0,13.0,,1
1,1,1,49.0,0,0,25.9292,D17,1
1,3,1,31.0,0,0,8.6833,,1
0,3,0,30.0,0,0,7.2292,,2
0,3,1,30.0,1,1,24.15,,1
0,2,0,34.0,0,0,13.0,,1
1,2,1,31.0,1,1,26.25,,1
1,1,0,11.0,1,2,120.0,B96 B98,1
1,3,0,0.42,0,1,8.5167,,2
1,3,0,27.0,0,0,6.975,,1
0,3,0,31.0,0,0,7.775,,1
0,1,0,39.0,0,0,0.0,A36,1
0,3,1,18.0,0,0,7.775,,1
0,2,0,39.0,0,0,13.0,,1
1,1,1,33.0,1,0,53.1,E8,1
0,3,0,26.0,0,0,7.8875,,1
0,3,0,39.0,0,0,24.15,,1
0,2,0,35.0,0,0,10.5,,1
0,3,1,6.0,4,2,31.275,,1
0,3,0,30.5,0,0,8.05,,1
0,1,0,29.69911764705882,0,0,0.0,B102,1
0,3,1,23.0,0,0,7.925,,1
0,2,0,31.0,1,1,37.0042,,2
0,3,0,43.0,0,0,6.45,,1
0,3,0,10.0,3,2,27.9,,1
1,1,1,52.0,1,1,93.5,B69,1
1,3,0,27.0,0,0,8.6625,,1
0,1,0,38.0,0,0,0.0,,1
1,3,1,27.0,0,1,12.475,E121,1
0,3,0,2.0,4,1,39.6875,,1
0,3,0,29.69911764705882,0,0,6.95,,0
0,3,0,29.69911764705882,0,0,56.4958,,1
1,2,0,1.0,0,2,37.0042,,2
1,3,0,29.69911764705882,0,0,7.75,,0
1,1,1,62.0,0,0,80.0,B28,1
1,3,1,15.0,1,0,14.4542,,2
1,2,0,0.83,1,1,18.75,,1
0,3,0,29.69911764705882,0,0,7.2292,,2
0,3,0,23.0,0,0,7.8542,,1
0,3,0,18.0,0,0,8.3,,1
1,1,1,39.0,1,1,83.1583,E49,2
0,3,0,21.0,0,0,8.6625,,1
0,3,0,29.69911764705882,0,0,8.05,,1
1,3,0,32.0,0,0,56.4958,,1
1,1,0,29.69911764705882,0,0,29.7,C47,2
0,3,0,20.0,0,0,7.925,,1
0,2,0,16.0,0,0,10.5,,1
1,1,1,30.0,0,0,31.0,,2
0,3,0,34.5,0,0,6.4375,,2
0,3,0,17.0,0,0,8.6625,,1
0,3,0,42.0,0,0,7.55,,1
0,3,0,29.69911764705882,8,2,69.55,,1
0,3,0,35.0,0,0,7.8958,,2
0,2,0,28.0,0,1,33.0,,1
1,1,1,29.69911764705882,1,0,89.1042,C92,2
0,3,0,4.0,4,2,31.275,,1
0,3,0,74.0,0,0,7.775,,1
0,3,1,9.0,1,1,15.2458,,2
1,1,1,16.0,0,1,39.4,D28,1
0,2,1,44.0,1,0,26.0,,1
1,3,1,18.0,0,1,9.35,,1
1,1,1,45.0,1,1,164.8667,,1
1,1,0,51.0,0,0,26.55,E17,1
1,3,1,24.0,0,3,19.2583,,2
0,3,0,29.69911764705882,0,0,7.2292,,2
0,3,0,41.0,2,0,14.1083,,1
0,2,0,21.0,1,0,11.5,,1
1,1,1,48.0,0,0,25.9292,D17,1
0,3,1,29.69911764705882,8,2,69.55,,1
0,2,0,24.0,0,0,13.0,,1
1,2,1,42.0,0,0,13.0,,1
1,2,1,27.0,1,0,13.8583,,2
0,1,0,31.0,0,0,50.4958,A24,1
0,3,0,29.69911764705882,0,0,9.5,,1
1,3,0,4.0,1,1,11.1333,,1
0,3,0,26.0,0,0,7.8958,,1
1,1,1,47.0,1,1,52.5542,D35,1
0,1,0,33.0,0,0,5.0,B51 B53 B55,1
0,3,0,47.0,0,0,9.0,,1
1,2,1,28.0,1,0,24.0,,2
1,3,1,15.0,0,0,7.225,,2
0,3,0,20.0,0,0,9.8458,,1
0,3,0,19.0,0,0,7.8958,,1
0,3,0,29.69911764705882,0,0,7.8958,,1
1,1,1,56.0,0,1,83.1583,C50,2
1,2,1,25.0,0,1,26.0,,1
0,3,0,33.0,0,0,7.8958,,1
0,3,1,22.0,0,0,10.5167,,1
0,2,0,28.0,0,0,10.5,,1
0,3,0,25.0,0,0,7.05,,1
0,3,1,39.0,0,5,29.125,,0
0,2,0,27.0,0,0,13.0,,1
1,1,1,19.0,0,0,30.0,B42,1
0,3,1,29.69911764705882,1,2,23.45,,1
1,1,0,26.0,0,0,30.0,C148,2
0,3,0,32.0,0,0,7.75,,0
